Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;% of Features;Folds;Feat. Selec. Strategy;Features;Model
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9011;0.9175;0.9011;0.9001;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9011;0.9175;0.9011;0.9001;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9011;0.9175;0.9011;0.9001;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9011;0.9175;0.9011;0.9001;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9011;0.9175;0.9011;0.9001;1.0;not-balanced;60;10;kbest;['sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9009;0.9262;0.9009;0.9078;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8967;0.9246;0.8967;0.9044;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8967;0.9145;0.8967;0.8957;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8963;0.9244;0.8963;0.904;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8963;0.9244;0.8963;0.904;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8963;0.9244;0.8963;0.904;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8931;0.912;0.8931;0.8919;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8862;0.9074;0.8862;0.8848;1.0;not-balanced;60;10;kbest;['sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.885;0.9205;0.885;0.895;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.885;0.9205;0.885;0.895;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['fear', 'surprise', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['surprise', 'sadness', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;70;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8602;0.8922;0.8602;0.8567;1.0;not-balanced;60;10;kbest;['fear', 'surprise', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8601;0.8921;0.8601;0.8566;1.0;not-balanced;80;10;kbest;['fear', 'anger', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'trust', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'trust', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;80;10;kbest;['anger', 'anticipation', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;60;10;kbest;['surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;70;10;kbest;['anger', 'trust', 'surprise', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
